row, item_id, brand, product_name, price, shipping, total, score, total_ratings
60,N82E16813132990,ASUS,ASUS Prime X299-Deluxe LGA 2066 Intel X299 SATA 6Gb/s USB 3.1 ATX Intel Motherboard,445,1.99,447.98,3,18

Edited: 2018-08-07 20:38:58.556558
